request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_195,111.92,not_affordable,not_recommended,none,,none,"The requested amount is 1170.40 EUR, but only 111.92 EUR is safe to pay, so it is not affordable and the recommended payment method is not recommended; there is no payment plan, the minimum balance to keep is 700 EUR, and no spending changes are needed."
request_196,762.30,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,"The requested amount of 762.30 EUR is affordable now, and 762.30 EUR is safe to pay, so full payment is recommended; the payment plan is 2024-06-03:762.30, with the earliest date for full payment being 2024-06-03, while keeping a minimum balance of 500 EUR and no spending changes needed."
request_197,0,not_affordable,not_recommended,none,,none,"The requested amount is 50939000 IDR, but the amount safe to pay is 0 IDR, so the affordability status is not affordable. There is no payment plan, the recommended payment method is not recommended, you need to keep a minimum balance of 26245900 IDR, and no spending changes are needed."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"The requested amount of 185800 INR is safe to pay at 185800 INR and is affordable now, so the recommended payment method is full payment with a payment plan of 2026-07-07:185800. You should keep a minimum balance of 124300 INR, no spending changes are needed, and the earliest date for full payment is 2026-07-07."
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,requested_amount=23674000 IDR; amount_safe_to_pay=23674000 IDR; affordability_status=affordable_with_plan; recommended_payment_method=installments; payment_plan=2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67; minimum_balance_to_keep=25359500 IDR; spending_changes_needed=none; earliest_date_for_full_payment=2024-09-04.
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"The requested amount is 21717000 IDR and the amount safe to pay is 21717000 IDR, so the affordability status is affordable_now and the recommended payment method is full_payment. The payment plan is 2025-02-06:21717000, which is also the earliest date for full payment, while the minimum balance to keep is 20114600 IDR and spending changes needed is none."
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"The requested amount of 23997000 IDR is safe to pay and is affordable now, so the recommended payment method is full payment with a payment plan of 2026-04-03:23997000. The earliest date for full payment is 2026-04-03, the minimum balance to keep is 17304500 IDR, and no spending changes are needed."
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"The requested amount of 123900 INR is affordable now, with 123900 INR safe to pay, so full payment is recommended via the payment plan on 2024-12-05 for 123900 INR; the earliest date for full payment is 2024-12-05, no spending changes are needed, and a minimum balance of 147800 INR should be kept."
request_203,1442.10,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"The requested amount is 1442.10 EUR and the amount safe to pay is 1442.10 EUR, so affordability is affordable_with_plan and the recommended payment method is installments, with a payment plan of 499.93 EUR on 2025-05-10, 499.93 EUR on 2025-06-07, and 499.93 EUR on 2025-07-05. You need to keep a minimum balance of 1400 EUR, no spending changes are needed, and the earliest date for full payment is 2025-05-07."
request_204,0,not_affordable,not_recommended,none,,none,"The requested amount of 588.74 EUR is not affordable, as the amount safe to pay is 0 EUR while the minimum balance to keep is 1300 EUR; no payment plan is available, the recommended payment method is not recommended, and no spending changes are needed."
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"The requested amount of 10621000 IDR is affordable now, with 10621000 IDR safe to pay, so full payment is recommended; the payment plan is 10621000 IDR on 2024-03-06, which is also the earliest date for full payment, and you need to keep a minimum balance of 13994300 IDR with no spending changes needed."
request_206,1404.70,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"The requested amount is 1404.70 EUR, and the amount safe to pay is also 1404.70 EUR, making the affordability status affordable_with_plan. The recommended payment method is installments, with a payment plan of 486.96 EUR on 2025-08-03, 486.96 EUR on 2025-08-31, and 486.96 EUR on 2025-09-28, while keeping a minimum balance of 900 EUR; no spending changes are needed and the earliest date for full payment is 2025-08-03."
request_207,4205.61,affordable_later,wait,2026-07-20:11830,2026-07-20,none,"The requested amount is 11830 ZAR, while only 4205.61 ZAR is safe to pay, and the affordability status is affordable_later. The recommended payment method is to wait, with a payment plan of 2026-07-20:11830 and an earliest full-payment date of 2026-07-20, keeping a minimum balance of 13600 ZAR and no spending changes needed."
request_208,3104179.08,affordable_later,wait,2024-06-18:4413000,2024-06-18,none,"You requested 4413000 IDR, but the amount safe to pay is 3104179.08 IDR, so the affordability status is affordable_later and the recommended payment method is wait. The payment plan is 4413000 IDR on 2024-06-18, which is also the earliest date for full payment, and the minimum balance to keep is 10470700 IDR. No spending changes are needed."
request_209,8625.10,not_affordable,not_recommended,none,2025-12-05,none,requested_amount=56914 ZAR; amount_safe_to_pay=8625.10 ZAR; affordability_status=not_affordable; recommended_payment_method=not_recommended; payment_plan=none; minimum_balance_to_keep=18400 ZAR; spending_changes_needed=none; earliest_date_for_full_payment=2025-12-05.
request_210,965.41,affordable_with_plan,partial_payment,2026-04-06:965.41|2026-04-20:394.61,2026-04-20,none,"The requested amount is 1360.02 USD, and 965.41 USD is safe to pay, so the affordability status is affordable_with_plan. A partial payment is recommended with a plan of 965.41 USD on 2026-04-06 and 394.61 USD on 2026-04-20, while keeping a minimum balance of 2000 USD, with no spending changes needed and the earliest date for full payment being 2026-04-20."
request_211,271.07,affordable_later,wait,2024-11-19:1788.60,2024-11-19,none,"The requested amount is 1788.60 EUR, but the amount safe to pay is 271.07 EUR, so the affordability status is affordable later and the recommended payment method is to wait; the payment plan is 2024-11-19:1788.60, with a minimum balance to keep of 1500 EUR and no spending changes needed, and the earliest date for full payment is 2024-11-19."
request_212,6091312.78,not_affordable,not_recommended,none,,none,"The requested amount is 71934000 IDR, while the amount safe to pay is 6091312.78 IDR; the affordability status is not_affordable and the recommended payment method is not_recommended. The payment plan is none, the minimum balance to keep is 29579800 IDR, and the spending changes needed are none."
request_213,3362.40,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,requested_amount=3362.40 USD; amount_safe_to_pay=3362.40 USD; affordability_status=affordable_with_plan; recommended_payment_method=installments; payment_plan=2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63; minimum_balance_to_keep=2100 USD; spending_changes_needed=none; earliest_date_for_full_payment=2026-01-07.
request_214,41681.70,affordable_with_plan,partial_payment,2024-12-04:41681.70|2024-12-18:28068.30,2024-12-18,none,"The requested amount is 69,750 INR, while 41,681.70 INR is safe to pay, and the affordability status is affordable with a plan using partial payment: 41,681.70 INR on 2024-12-04, then 28,068.30 INR on 2024-12-18, while keeping a minimum balance of 174,900 INR. No spending changes are needed, and the earliest date for full payment is 2024-12-18."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"The requested amount of 29986 ZAR is safe to pay and has an affordability status of affordable_with_plan, with installments recommended; the payment plan is 10395.15 ZAR on 2025-05-09, 10395.15 ZAR on 2025-06-06, and 10395.15 ZAR on 2025-07-04, while keeping a minimum balance of 15700 ZAR, requiring no spending changes, and with the earliest date for full payment being 2025-05-06."
request_216,472.13,not_affordable,not_recommended,none,,none,"The requested amount is 3332.40 USD, but only 472.13 USD is safe to pay, so the affordability status is not affordable and the recommended payment method is not recommended. There is no payment plan, the minimum balance to keep is 1800 USD, and no spending changes are needed."
request_217,19686.45,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-04-07,none,requested_amount=37180 ZAR; amount_safe_to_pay=19686.45 ZAR; affordability_status=affordable_with_plan; recommended_payment_method=installments; payment_plan=2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07; minimum_balance_to_keep=26800 ZAR; spending_changes_needed=none; earliest_date_for_full_payment=2024-04-07.
request_218,25980890.02,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-20,none,requested_amount=61142000 IDR; amount_safe_to_pay=25980890.02 IDR; affordability_status=affordable_with_plan; recommended_payment_method=installments; payment_plan=2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33; minimum_balance_to_keep=34477200 IDR; spending_changes_needed=none; earliest_date_for_full_payment=2025-09-20.
request_219,0,not_affordable,not_recommended,none,,none,"The requested amount of 1673.10 EUR is not affordable, since the amount safe to pay is 0 EUR and the recommended payment method is not recommended, with no payment plan available. A minimum balance of 1100 EUR must be kept, and no spending changes are needed."
request_220,50.71,not_affordable,not_recommended,none,,none,"The requested amount is 3118.50 EUR, but the amount safe to pay is 50.71 EUR, so the affordability status is not_affordable and the recommended payment method is not_recommended; the payment plan is none, the minimum balance to keep is 1100 EUR, and spending changes needed are none."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"The requested amount is 109,800 INR, which is also the amount safe to pay and is affordable now, so full payment is recommended; the payment plan is 109,800 INR on 2025-11-03, the earliest date for full payment, while keeping a minimum balance of 81,500 INR and requiring no spending changes."
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"The requested amount is 34078 ZAR, and 34078 ZAR is safe to pay, so the affordability status is affordable_now and the recommended payment method is full_payment. The payment plan is 2026-01-05:34078, with no spending changes needed, a minimum balance to keep of 27300 ZAR, and the earliest date for full payment is 2026-01-05."
request_223,898.70,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,"The requested amount is 898.70 EUR, which is affordable now and safe to pay in full, so the recommended payment method is full payment. The payment plan is 898.70 EUR on 2024-09-07, which is also the earliest date for full payment; a minimum balance of 800 EUR should be kept, and no spending changes are needed."
request_224,10327000,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,"You requested 10,327,000 IDR, which is safe to pay and affordable_with_plan, so installments are recommended: pay 5,370,040 IDR on 2025-02-04 and 5,370,040 IDR on 2025-03-04, while keeping a minimum balance of 22,187,600 IDR; no spending changes are needed, and the earliest date for full payment is 2025-02-04."
request_225,9380382.41,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-19,none,"For the requested amount of 22059000 IDR, the affordability status is affordable_with_plan, the amount safe to pay is 9380382.41 IDR, the recommended payment method is installments with a payment plan of 2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120, the minimum balance to keep is 17670700 IDR, no spending changes are needed, and the earliest date for full payment is 2026-09-19."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"The requested amount is 157000 INR, and 157000 INR is safe to pay, so the affordability status is affordable_now with full_payment recommended; the payment plan is 157000 INR on 2024-12-03, which is also the earliest date for full payment, and no spending changes are needed while keeping a minimum balance of 209400 INR."
request_227,42755,not_affordable,not_recommended,none,2025-07-07,none,"You requested 259,700 INR, but it is safe to pay only 42,755 INR, so this is not affordable; no payment method is recommended and no payment plan is available. You need to keep a minimum balance of 62,900 INR, no spending changes are needed, and the earliest date for full payment is 2025-07-07."
request_228,0,not_affordable,not_recommended,none,,none,"The requested amount is 63,327,000 IDR, but the amount safe to pay is 0 IDR, so the affordability status is not affordable. The recommended payment method is not recommended, the payment plan is none, the minimum balance to keep is 26,191,200 IDR, and no spending changes are needed."
request_229,447.48,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-19,none,"The requested amount of 1526.80 EUR is affordable with a plan, with 447.48 EUR safe to pay; installments are recommended, with payments of 529.29 EUR on 2024-03-18, 529.29 EUR on 2024-04-18, and 529.29 EUR on 2024-05-19, while keeping a minimum balance of 1000 EUR, no spending changes are needed, and the earliest date for full payment is 2024-05-19."
request_230,3537.60,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"The requested amount is 3537.60 EUR, which is also safe to pay, and the affordability status is affordable now; the recommended payment method is full payment, with a payment plan on 2025-08-06 for 3537.60 EUR, which is also the earliest date for full payment. A minimum balance of 2000 EUR must be kept, and no spending changes are needed."
request_231,30955.49,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-02-17,reduce_to:event_21305:845.90,requested_amount=35706 ZAR; amount_safe_to_pay=30955.49 ZAR; affordability_status=affordable_with_plan; recommended_payment_method=installments; payment_plan=2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08; minimum_balance_to_keep=24300 ZAR; spending_changes_needed=reduce_to:event_21305:845.90; earliest_date_for_full_payment=2026-02-17.
request_232,0,not_affordable,not_recommended,none,,none,"The requested amount is 1970.10 EUR, but the affordability status is not_affordable and the amount safe to pay is 0 EUR; the recommended payment method is not_recommended, the payment plan is none, the minimum balance to keep is 2400 EUR, and no spending changes are needed."
request_233,0,not_affordable,not_recommended,none,,none,"The requested amount is 6241000 IDR, but the amount safe to pay is 0 IDR, so the affordability status is not_affordable and the recommended payment method is not_recommended; the payment plan is none, the minimum balance to keep is 10365700 IDR, and the spending changes needed are none."
request_234,184.65,affordable_later,wait,2026-09-16:1213.30,2026-09-16,none,"You requested 1213.30 EUR, but only 184.65 EUR is safe to pay now; the affordability status is affordable later, so the recommended payment method is to wait, with a payment plan of 1213.30 EUR on 2026-09-16, which is also the earliest date for full payment. You should keep a minimum balance of 700 EUR, and no spending changes are needed."
request_235,967.20,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,"The requested amount of 967.20 USD is safe to pay, is affordable now, and the recommended payment method is full payment. A payment plan of 967.20 on 2024-09-06 is possible, which is also the earliest date for full payment, while keeping a minimum balance of 700 USD and with no spending changes needed."
request_236,6081340.68,not_affordable,not_recommended,none,,none,"You requested 52383000 IDR, but only 6081340.68 IDR is safe to pay, so the affordability status is not affordable; the recommended payment method is not recommended, the payment plan is none, the minimum balance to keep is 16768600 IDR, and no spending changes are needed."
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"The requested amount of 23826000 IDR is affordable now and safe to pay, so the recommended payment method is full payment. The payment plan is 2026-04-05:23826000, which is also the earliest date for full payment, with a minimum balance to keep of 22431500 IDR and no spending changes needed."
request_238,663.60,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"The requested amount of 663.60 USD is affordable with a plan, as 663.60 USD is safe to pay via the recommended payment method of installments. The payment plan is 230.05 USD on 2024-12-07, 230.05 USD on 2025-01-07, and 230.05 USD on 2025-02-07, while keeping a minimum balance of 700 USD. No spending changes are needed, and the earliest date for full payment is 2024-12-07."
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,"The requested amount is 642 USD, and 642 USD is safe to pay, making it affordable now; full payment is recommended, with a payment plan on 2025-05-04 for 642 USD, while keeping a minimum balance of 600 USD, no spending changes are needed, and the earliest date for full payment is 2025-05-04."
request_240,0,not_affordable,not_recommended,none,,none,"The requested amount of 101200 INR is not affordable, since 0 INR is safe to pay and no payment plan is available; the recommended payment method is not recommended, and while you need to keep a minimum balance of 52800 INR, no spending changes are needed."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"The requested amount is 21,052,000 IDR, the amount safe to pay is 21,052,000 IDR, and the affordability status is affordable_with_plan. The recommended payment method is installments, with the payment plan 2024-03-17: 7,298,026.67 IDR, 2024-04-17: 7,298,026.67 IDR, and 2024-05-18: 7,298,026.67 IDR, while keeping a minimum balance of 19,252,000 IDR, no spending changes needed, and the earliest date for full payment is 2024-03-03."
request_242,0,not_affordable,not_recommended,none,,none,"The requested amount is 1966.80 EUR, but the amount safe to pay is 0 EUR, so the affordability status is not_affordable and the recommended payment method is not_recommended. The payment plan is none and the spending changes needed are none, while the minimum balance to keep is 600 EUR."
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"The requested amount of 17468 ZAR is affordable now, with 17468 ZAR safe to pay, so full payment is recommended; the payment plan is 2026-07-07:17468, the earliest date for full payment, while keeping a minimum balance of 19900 ZAR and requiring no spending changes."
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"The requested amount is 49918 ZAR, which is safe to pay and affordable now, with full payment recommended. The payment plan is to pay 49918 ZAR on 2024-06-04, which is also the earliest date for full payment, while keeping a minimum balance of 45900 ZAR and with no spending changes needed."
request_245,32279.05,affordable_later,wait,2026-01-14:128500,2026-01-14,none,"The requested amount is 128,500 INR, while the amount safe to pay is 32,279.05 INR; the affordability status is affordable_later, and the recommended payment method is wait. The payment plan is 2026-01-14: 128,500 INR, the minimum balance to keep is 94,600 INR, spending changes needed are none, and the earliest date for full payment is 2026-01-14."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"The requested amount is 64086 ZAR, and 64086 ZAR is safe to pay, with an affordability status of affordable_with_plan. The recommended payment method is installments, with payments of 22216.48 ZAR on 2026-04-03, 22216.48 ZAR on 2026-05-03, and 22216.48 ZAR on 2026-06-02, while keeping a minimum balance of 39300 ZAR, no spending changes needed, and the earliest date for full payment is 2026-04-03."
request_247,1059.30,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"The requested amount is 1059.30 EUR and the amount safe to pay is 1059.30 EUR, so the affordability status is affordable_now. The recommended payment method is full_payment, with a payment plan of 2024-09-05:1059.30 and an earliest date for full payment of 2024-09-05, while the minimum balance to keep is 1300 EUR and spending changes needed are none."
request_248,1507.36,affordable_with_plan,partial_payment,2025-02-07:1507.36|2025-02-08:458.24,2025-02-08,none,"The requested amount of 1965.60 USD is affordable_with_plan, with 1507.36 USD safe to pay; the recommended method is partial_payment via a plan of 1507.36 USD on 2025-02-07 and 458.24 USD on 2025-02-08, while keeping a minimum balance of 1300 USD, no spending changes needed, and the earliest date for full payment being 2025-02-08."
request_249,0,not_affordable,not_recommended,none,,none,"Although 643.20 USD was requested, the amount safe to pay is 0 USD, so the request is not affordable; the recommended payment method is not recommended, there is no payment plan, 600 USD must be kept as a minimum balance, and no spending changes are needed."
request_250,16056.71,not_affordable,not_recommended,none,,none,"The requested amount of 124278 ZAR is not affordable, with only 16056.71 ZAR safe to pay and a minimum balance of 35300 ZAR required. No payment plan is available and no spending changes are needed, and the recommended payment method is not recommended."
request_251,1513.60,affordable_with_plan,full_payment,2025-05-03:1513.60,2025-05-03,stop:event_23062,requested_amount=1513.60 EUR; amount_safe_to_pay=1513.60 EUR; affordability_status=affordable_with_plan; recommended_payment_method=full_payment; payment_plan=2025-05-03:1513.60; minimum_balance_to_keep=1300 EUR; spending_changes_needed=stop:event_23062; earliest_date_for_full_payment=2025-05-03.
request_252,3553677.74,affordable_later,wait,2026-09-15:28082000,2026-09-15,none,"The requested amount is 28,082,000 IDR, but only 3,553,677.74 IDR is safe to pay, so the affordability status is affordable later and the recommended payment method is to wait. The payment plan is 28,082,000 IDR on 2026-09-15, which is also the earliest date for full payment, while keeping a minimum balance of 15,152,200 IDR and with no spending changes needed."
request_253,1383.13,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-21,reduce_to:event_23305:45.50,"You requested 2840.20 EUR, and while 1383.13 EUR is safe to pay now, the affordability status is affordable_with_plan, so the recommended payment method is installments with a plan of 984.60 EUR on 2024-03-21, 984.60 EUR on 2024-04-21, and 984.60 EUR on 2024-05-22, while keeping a minimum balance of 2300 EUR, reducing spending to 45.50 EUR for event_23305, and the earliest date for full payment is 2024-05-21."
request_254,1759.60,affordable_later,wait,2025-08-06:3535.20,2025-08-06,none,"The requested amount is 3535.20 USD, but only 1759.60 USD is safe to pay, so the affordability status is affordable_later and the recommended payment method is wait. The payment plan is 2025-08-06:3535.20, the minimum balance to keep is 2500 USD, no spending changes are needed, and the earliest date for full payment is 2025-08-06."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"The requested amount is 3345000 IDR, which is also the amount safe to pay, and the affordability status is affordable now; the recommended payment method is full payment, with a payment plan on 2026-04-06 for 3345000 and the earliest date for full payment being 2026-04-06. You must keep a minimum balance of 9813900 IDR, and no spending changes are needed."
request_256,0,not_affordable,not_recommended,none,,none,"You requested 218700 INR, but the amount safe to pay is 0 INR, so the affordability status is not affordable; the recommended payment method is not recommended, there is no payment plan, the minimum balance to keep is 168600 INR, and no spending changes are needed."
request_257,356.04,affordable_later,wait,2026-01-17:1352.40,2026-01-17,none,"The requested amount is 1352.40 USD, while 356.04 USD is safe to pay; the affordability status is affordable_later, so the recommended payment method is to wait, with a payment plan of 1352.40 USD on 2026-01-17, no spending changes needed, a minimum balance to keep of 1600 USD, and the earliest date for full payment being 2026-01-17."
request_258,1113.60,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"The requested amount is 1113.60 USD, and the amount safe to pay is 1113.60 USD with an affordability status of affordable_now. The recommended payment method is full_payment, with a payment plan of 2026-01-07:1113.60, a minimum balance to keep of 500 USD, no spending changes needed, and an earliest date for full payment of 2026-01-07."
request_259,492.44,affordable_later,wait,2024-10-23:935,2024-10-23,none,"The requested amount is 935 EUR, while only 492.44 EUR is safe to pay, so the affordability status is affordable_later and the recommended payment method is wait. The payment plan is 2024-10-23: 935 EUR, which is also the earliest date for full payment, with a minimum balance to keep of 600 EUR and no spending changes needed."
request_260,8607508.05,not_affordable,not_recommended,none,,none,"The requested amount is 52079000 IDR, but only 8607508.05 IDR is safe to pay, so the affordability status is not_affordable; the recommended payment method is not_recommended, the payment plan is none, the minimum balance to keep is 20727700 IDR, and spending changes needed are none."
request_261,1830.40,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"The requested amount is 1830.40 EUR, and the amount safe to pay is 1830.40 EUR; the affordability status is affordable_now, so the recommended payment method is full_payment. Under the payment plan of 2026-07-03:1830.40, the earliest date for full payment is 2026-07-03, while the minimum balance to keep is 1500 EUR and no spending changes are needed."
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"The requested amount is 9236000 IDR, and the amount safe to pay is also 9236000 IDR. Since the affordability status is affordable_now, full_payment is recommended, with a payment plan of 9236000 IDR on 2024-12-05 and the earliest date for full payment also 2024-12-05, while keeping a minimum balance of 31018500 IDR and making no spending changes."
request_263,5256.59,not_affordable,not_recommended,none,,none,"The requested amount is 51546 ZAR, but only 5256.59 ZAR is safe to pay, so affordability status is not_affordable and the recommended payment method is not_recommended; there is no payment plan, the minimum balance to keep is 24100 ZAR, and no spending changes are needed."
request_264,23012.52,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"You requested 111300 INR, but only 23012.52 INR is safe to pay now, and the affordability status is affordable later, so the recommended payment method is to wait. The payment plan is 2026-06-15:111300, the earliest date for full payment is 2026-06-15, you must keep a minimum balance of 59500 INR, and no spending changes are needed."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"The requested amount of 45970 INR is safe to pay and affordable now, so the recommended payment method is full payment. A payment plan of 45970 on 2024-03-06 matches the earliest date for full payment, while a minimum balance of 189700 INR should be kept and no spending changes are needed."
request_266,935,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,"The requested amount of 935 EUR is safe to pay and is considered affordable with a plan. The recommended payment method is installments, with payments of 324.13 EUR on 2025-08-03, 324.13 EUR on 2025-08-31, and 324.13 EUR on 2025-09-28, while keeping a minimum balance of 900 EUR; no spending changes are needed, and the earliest date for full payment is 2025-08-03."
request_267,1644.69,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-02-14,none,requested_amount=1925 EUR; amount_safe_to_pay=1644.69 EUR; affordability_status=affordable_with_plan; recommended_payment_method=installments; payment_plan=2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33; minimum_balance_to_keep=1500 EUR; spending_changes_needed=none; earliest_date_for_full_payment=2026-02-14.
request_268,1061.93,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-23,none,requested_amount=2426.60 EUR; amount_safe_to_pay=1061.93 EUR; affordability_status=affordable_with_plan; recommended_payment_method=installments; payment_plan=2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22; minimum_balance_to_keep=1400 EUR; spending_changes_needed=none; earliest_date_for_full_payment=2024-07-23.
request_269,0,not_affordable,not_recommended,none,,none,"The requested amount is 15490 ZAR, but the amount safe to pay is 0 ZAR, so the affordability status is not affordable, the recommended payment method is not recommended, and the payment plan is none. The minimum balance to keep is 23100 ZAR, and spending changes needed are none."
request_270,96.77,not_affordable,not_recommended,none,,none,"The requested amount is 3028.80 USD, but only 96.77 USD is safe to pay, so the affordability status is not_affordable. The recommended payment method is not_recommended, there is no payment plan, the minimum balance to keep is 1400 USD, and no spending changes are needed."
request_271,52661.64,affordable_later,wait,2024-09-04:91300,2024-09-04,none,"You requested 91,300 INR, and while only 52,661.64 INR is safe to pay, the affordability status is affordable_later, so the recommended payment method is to wait. The payment plan is 2024-09-04:91300, the minimum balance to keep is 58,200 INR, no spending changes are needed, and the earliest date for full payment is 2024-09-04."
request_272,8413124,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-02-06,none,requested_amount=13585000 IDR; amount_safe_to_pay=8413124 IDR; affordability_status=affordable_with_plan; recommended_payment_method=installments; payment_plan=2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67; minimum_balance_to_keep=7508600 IDR; spending_changes_needed=none; earliest_date_for_full_payment=2025-02-06.
request_273,9476871.09,affordable_with_plan,partial_payment,2026-04-07:9476871.09|2026-04-20:6384128.91,2026-04-20,none,"Your requested amount is 15861000 IDR, the amount safe to pay is 9476871.09 IDR, and the affordability status is affordable_with_plan with a recommended payment method of partial_payment. The payment plan is 9476871.09 IDR on 2026-04-07 and 6384128.91 IDR on 2026-04-20, you should keep a minimum balance of 18774600 IDR, no spending changes are needed, and the earliest date for full payment is 2026-04-20."
request_274,2083.08,not_affordable,not_recommended,none,2025-02-17,none,requested_amount=2713.70 EUR; amount_safe_to_pay=2083.08 EUR; affordability_status=not_affordable; recommended_payment_method=not_recommended; payment_plan=none; minimum_balance_to_keep=1800 EUR; spending_changes_needed=none; earliest_date_for_full_payment=2025-02-17.
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"The requested amount is 15884000 IDR, and 15884000 IDR is safe to pay, so the affordability status is affordable now and full payment is recommended. The payment plan is 15884000 IDR on 2025-05-06, which is also the earliest date for full payment, with a minimum balance to keep of 12760100 IDR and no spending changes needed."
